tid,toi,pl_mass,tfopwg_disp,st_tmag,st_tmagerr,ra,dec,pmra,pmraerr,pmdec,pmdecerr,pl_tranepoch,pl_tranepocherr,pl_orbper,pl_orbpererr,pl_trandurh,pl_trandurherr,pl_trandepmmag,pl_trandepmmagerr,pl_trandep,pl_trandeperr,pl_rade,pl_radeerr,pl_insol,pl_eqt,pl_snr,st_dist,st_disterr,st_teff,st_tefferr,st_logg,st_loggerr,st_rad,st_raderr,st_feh,st_feherr,st_mass,st_masserr
58542531,1683.01,6.76,CP,9.794,0.006,65.97965,27.82237,-16.02,0.115,-40.952,0.078,2458816.412,0.00050749,3.057523964,3.79E-06,1.379050314,0.17225009,1.214493,0.05143,1117.963817,47.367954,2.48784863,0.730607,122.3379291,848.2229732,26.179253,51.1884,0.1389,4402,126.1,4.59,0.11,0.695095003,0.0594975,,,0.69,0.0862442
85031598,1684.01,64.27,PC,7.3543,0.006,65.346085,62.245206,30.853,0.064,-127.329,0.059,2459934.445,0.0007398,1.1549928,0.0000022,0.939,0.27,0.878716,0.075299,809,69.3502,9.37111,,763.37,1464,30,87.5878,0.34815,4815,122,,,2.99,,,,,
28900646,1685.01,4.35,CP,11.1117,0.007,68.593953,43.03704,37.818,0.096,-86.912,0.059,2459910.938,0.001779528,0.669144914,9.73E-06,0.992163136,0.098100126,1.362771,0.099528,1254.371193,91.66477,1.920040698,0.14984521,204.6910522,964.704855,13.492256,37.6153,0.07265,3457,157,4.7705,0.00663534,0.462408006,0.013731,,,0.459708,0.0202729
102672709,1686.01,13.45,PC,9.86671,0.006,61.731142,66.119599,9.278,0.032,-5.304,0.05,2458818.598,0.002052815,6.705325984,3.37E-05,3.730293669,0.6950537,0.677346,0.058852,623.6644762,54.203457,3.729464794,2.2071571,505.3065595,1209.228804,11.2107315,209.153,1.7115,6141,223.518,4.17616,0.0950537,1.458580017,0.0689849,,,1.164,0.199376
103448870,1687.01,14.6,PC,9.83739,0.006,66.834993,73.023689,21.003,0.035,-39.06,0.041,2458816.844,0.0017347,10.25963217,3.06E-05,1.82348908,0.13080183,1.17423,0.103983,1080.921317,95.767586,3.913073463,0.28923586,106.7468895,819.8012135,11.165363,124.854,0.461,5734,157.223,4.4674,0.0767968,0.978325009,0.0471558,,,1.024,0.131096
121966220,1688.01,317,FP,10.8001,0.006,75.797813,41.785784,13.3,0.082,-11.25,0.059,2459914.901,0.00088074,6.717191254,0.000473321,7.50372079,0.0725633,9.96785,0.106951,9138.715071,98.50088,22.87565797,1.1757971,1148.701129,1484.812146,91.46608,472.704,9.135,5843,170.189,3.7177,0.0858957,2.352900028,0.118236,,,1.054,0.145363
198384408,1689.01,4.85,FA,6.3196,0.006,257.78508,56.658901,-14.298,0.611,-60.333,0.761,2458823.256,0.003739113,9.12381012,0.005304297,5.118839112,0.34257415,0.307659,0.035808,283.324087,32.979588,2.047184369,0.49013633,148.7455904,890.69861,8.011808,26.9148,0.1874,5470.16,101.004,4.30008,0.0737781,1.1485,0.0496106,,,0.96,0.124713
267574918,1690.01,1.16,CP,16.338,0.006,284.415675,53.509024,240.759,0.148,-52.514,0.143,2459419.987,0.03462824,1.407936933,3.39E-06,0.306353057,0.024809992,719.731119,23.214061,484643.7441,21153.988,,,1652.894335,1626.226457,25.483854,24.7359,0.0434,5780,,4.438,,,,,,,
268334473,1691.01,8.73,CP,9.52636,0.006,272.404118,86.860343,-25.645,0.048,161.959,0.05,2460458.306,0.0021106,16.7368995,0.00004,4.561,0.813,1.074324,0.032342,989,29.7876,2.88015,0.155867,80.3869,834,39,111.445,0.3685,5759,186.802,4.44767,0.0798184,1,0.05,,,1.031,0.143191
288636342,1692.01,21.83,PC,10.741,0.006,279.46436,78.61111,-5.886,0.053,-4.637,0.062,2459725.018,0.0035639,17.72866079,4.73E-05,6.442786789,0.21889417,1.180252,0.032563,1086.461814,29.99085,4.957230683,0.40437758,161.7433903,909.5495957,29.940884,341.119,3.8725,6554,144.208,4.24316,0.090455,1.45796001,0.0685126,,,1.357,0.2276
288636342,1692.02,42.33,PC,10.741,0.006,279.46436,78.61111,-5.886,0.053,-4.637,0.062,2459717.486,0.0021195,32.20796979,9.92E-05,7.519958013,0.12019643,2.619014,0.053168,2409.294316,48.96818,7.31780892,0.3977602,72.96422651,793,45.034405,341.119,3.8725,6554,144.208,4.24316,0.090455,1.45796001,0.0685126,,,1.357,0.2276
353475866,1693.01,3.05,CP,10.6714,0.007,90.308345,34.77309,-22.762,0.084,-17.765,0.069,2458817.685,0.000871787,1.766692009,5.38E-06,1.419668216,0.15623294,0.902088,0.063467,830.5082973,58.453926,1.55747344,0.14315152,57.02080837,700.8548645,16.687923,30.7947,0.0391,3474,157,4.77152,0.00661752,0.461259991,0.0137244,,,0.4585,0.020293
396740648,1694.01,25.89,CP,10.7424,0.006,97.74871,66.360596,46.512,0.037,-20.362,0.046,2458843.658,0.000987434,3.770129609,0.000269575,2.851205635,0.10558969,4.745447,0.118273,4361.180108,108.92766,5.480026583,0.46199888,195.2881696,953.4195932,26.865028,124.68,0.587,5058,122.082,4.53907,0.0868076,0.81833,0.0476885,,,0.845,0.108916
422756130,1695.01,3.9,CP,11.0294,0.007,21.921735,72.296615,71.707,0.055,40.475,0.062,2458791.519,0.000638338,3.134294562,5.87E-06,1.215879592,0.33217213,1.285845,0.083004,1183.606071,76.446625,1.799296606,1.3256298,34.55370325,618.3628631,19.041552,45.1309,0.06805,3575,157,4.72334,0.0086441,0.516104996,0.0153254,,,0.513745,0.0202836
470381900,1696.01,10.21,CP,13.9664,0.007,65.280648,48.819831,12.93,0.127,-19.178,0.078,2459911.832,0.002119704,2.500529098,0.000370647,0.880986495,0.3441977,13.744487,1.720999,12579.35048,1583.843,3.171385325,1.1981618,13.80807309,491.6465759,7.788581,64.9172,0.35625,3181,157,4.94798,0.00806131,0.280474991,0.00857285,,,0.254505,0.0202442
1884091865,1697.01,7.6,PC,11.1744,0.006,290.10886,61.085447,44.402,0.047,91.791,0.048,2459755.175,0.0026457,10.716524,0.0000417,3.075,0.276,1.390633,0.001025,1280,0.944507,2.34185,0.253242,19.7169,587,27,83.7441,0.15465,4067,118.044,4.50609,0.111005,0.65,0.07,,,0.64,0.0817178
190223929,1698.01,317,PC,11.1018,0.008,98.502971,41.900782,-2.596,0.073,-7.177,0.066,2458847.697,0.00269,17.04198,0.0012,1.578,0.349,3.828534,0.012819,3520,11.8065,,,236.097,1092,13,756.791,27.2675,7697.2,112.2,,,,,,,,
22705558,1699.01,9.33,PC,10.8756,0.006,125.188745,46.203604,-5.154,0.071,-25.685,0.053,2459606.911,0.0047745,4.547005531,5.25E-05,2.382922973,0.70722294,0.883863,0.104657,813.7370725,96.38792,3.007074137,3.0622876,341.4514343,1096.356977,8.185801,205.283,1.9335,5654.4,132.3,4.41,0.08,1.039090037,0.0568342,0.139,0.017,1.004,0.13286
23650642,1700.01,12.14,FP,10.8219,0.007,126.088625,42.104735,26.602,0.084,-59.738,0.052,2458843.38,0.00428,1.12355,0.00039,1.611,0.479,1.108016,0.005274,1020,4.85789,3.49799,0.294974,2963.42,2055,12,189.762,1.891,5524,107.6,4.41,0.07,1.01,0.05,0.00660561,0.0200052,0.97,0.124259
274215536,1701.01,21.7,PC,10.9263,0.006,99.898189,42.131339,7.743,0.066,-53.417,0.059,2458843.373,0.00208,1.33418,0.00021,1.115,0.308,2.685086,0.010226,2470,9.41862,4.94538,0.439061,470.116,1297,19,123.643,0.71,4685.1,111.6,4.42,0.09,0.88,0.06,0.287,0.052,0.747,0.0865692
371210825,1702.01,8.99,FP,10.9894,0.006,111.559352,32.383825,-42.674,0.179,-74.653,0.16,2458842.75,0.00292,0.40312,0.0001,0.853,0.323,1.086279,0.015864,1000,14.6108,2.95177,0.440428,1215.98,1645,11,103.107,1.187,4252.9,105.3,4.37,0.09,0.89,0.07,-0.214058,0.037983,0.665,0.0751074
453387619,1703.01,24.62,PC,10.6414,0.006,113.874367,49.478068,-19.978,0.07,-33.776,0.05,2459605.527,0.0005118,1.201610498,4.15E-06,0.649836642,0.15999112,2.625093,0.132661,2414.879119,122.17787,5.321049712,2.8951168,2266.077245,1759.699161,26.397255,198.501,2.0215,5747.6,140.5,4.39,0.08,1.075320005,0.0620201,0.540347,0.0175272,1.028,0.129129
95129101,1704.01,34.66,FP,10.8508,0.007,114.932863,28.120146,3.12,0.089,-4.992,0.075,2459575.196,0.0011667,3.929983,0.0000151,2.153,0.167,2.467423,0.001659,2270,1.5283,6.51515,0.363202,398.651,1244,29,343.469,5.973,6621.9,137.7,4.33,0.09,1.34,0.06,-0.011,0.01,1.39,0.227293
137500798,1705.01,13.56,FP,10.3042,0.007,132.635012,82.92712,-4.83,0.039,-17.892,0.042,2460328.288,0.0049085,13.2054538,0.0000768,4.875,0.47,0.699439,0.031682,644,29.1797,3.74642,0.205098,193.559,1039,19,335.518,2.892,6653,124.9,4.14,0.09,1.67,0.07,,,1.4,0.243274
230377505,1706.01,4.86,PC,10.486,0.006,285.205602,60.233671,-15.349,0.061,-51.114,0.057,2460500.747,0.0023792,4.5156165,0.0000112,2.592,0.564,0.494122,0.024852,455,22.8892,2.0572,0.123076,348.196,1203,24,161.185,0.657,5617,125.1,4.47,0.08,0.97,0.05,,,0.994,0.124065
230377505,1706.02,3.1,PC,10.486,0.006,285.205602,60.233671,-15.349,0.061,-51.114,0.057,2460467.498,0.0068716,7.4058178,0.0000487,2.698,1.005,0.41483,0.034063,382,31.3724,1.57897,0.138468,136.205,951,12,161.185,0.657,5617,125.1,4.47,0.08,0.97,0.05,,,0.994,0.124065
240148934,1707.01,34.77,FP,10.3135,0.006,101.382168,31.465533,18.699,0.081,-28.382,0.068,2458843.267,0.00401,2.02365,0.00075,2.585,0.448,1.858198,0.00261,1710,2.40429,5.96472,0.381378,2411.54,1952,15,291.007,5.6945,6582,123.8,4.24,0.09,1.48,0.07,,,1.37,0.225354
241173474,1708.01,63.14,APC,10.388,0.006,116.107291,43.009079,-0.437,0.074,-27.325,0.041,2458853.121,0.00154,11.44192,0.00099,3.841,0.637,5.998949,0.003378,5510,3.11154,9.64245,0.498673,170.262,1006,47,235.782,2.5055,6259,123.6,4.34,0.08,1.24,0.06,,,1.217,0.176427
29119552,1709.01,317,PC,10.2061,0.006,118.629831,45.807841,3.526,0.153,-40.416,0.097,2459597.198,0.0007089,7.6288424,0.000016,3.311,0.309,11.844612,0.002022,10850,1.86229,18.0261,1.059,338.345,1194,157,268.655,8.506,6157,134,4.1,0.09,1.6,0.09,,,1.171,0.15984
445805961,1710.01,23.64,CP,8.9134,0.006,94.283837,76.21102,59.837,0.037,55.61,0.044,2460439.667,0.0007764,24.2833782,0.0000182,5.132,0.121,3.092233,0.041189,2844,37.9357,5.21152,0.25711,30.5138,654,71,81.2271,0.17695,5675,125.8,4.46,0.08,0.98,0.05,,,1.01,0.128534
461662295,1711.01,46.6,FP,9.92871,0.006,124.446664,51.01037,-39.008,0.057,-48.908,0.044,2458844.855,0.00472,10.2558,0.0046,5.088,0.309,6.250081,0.001002,5740,0.923177,7.44683,0.405057,126.859,934,66,112.978,0.4275,5326,120,4.43,0.08,0.97,0.05,,,0.918,0.120378
67926921,1712.01,317,FP,9.9841,0.006,127.945702,44.832314,-1.527,0.064,-6.598,0.05,2459606.85,0.0005817,3.566276,0.0000044,4.197,0.105,4.209951,0.000345,3870,0.317992,20.2251,0.859403,1949.16,1851,54,574.264,13.792,6831.4,98.6,3.61,0.09,3.17,0.13,-0.249923,0.00668965,1.48,0.258801
15863518,1713.01,10.8,PC,10.618,0.006,100.520595,39.842904,-9.896,0.09,-64.258,0.079,2458842.71,0.000343197,0.557256453,8.82E-06,0.567130432,0.1579211,1.302276,0.094872,1198.721242,87.37656,3.276178193,3.6646776,3415.372776,1949.751565,16.33464,138.371,0.93,5097.6,102.7,4.42,0.08,0.94599998,0.0538694,0.471968,0.0198114,0.856,0.100592
239154970,1714.01,317,KP,10.7131,0.008,113.184238,33.835021,0.096,0.073,-2.647,0.07,2459603.426,0.0001597,3.4744763,0.0000019,4.258,0.018,14.119119,0.000108,12920,0.0996836,19.6131,0.810264,1701.38,1789,267,396.11,7.5075,6642.3,107.3,4.14,0.09,1.67,0.07,0.021,0.01,1.4,0.236512
142090065,1715.01,20.75,FP,9.01249,0.006,79.073505,79.737727,-6.382,0.051,13.103,0.066,2459738.517,0.0011386,2.826935637,2.61E-06,1.169236649,0.09165718,1.032977,0.03171,950.9544382,29.205482,4.811220914,0.80754805,2458.627707,1795.944628,34.44793,182.907,1.2905,7072,131.2,4.28,0.09,1.505810022,0.0587262,,,1.566,0.274503
14336130,1716.01,8.08,CP,8.82897,0.006,105.083329,56.824194,50.84,0.088,-55.918,0.062,2459959.217,0.0030913,8.0823313,0.0000403,3.26,0.57,0.602751,0.03309,555,30.4763,2.77252,0.182718,160.826,992,18,104.158,0.81,5878.6,140.7,4.28,0.08,1.24,0.07,0.09,0.131,1.065,0.138125
149833117,1717.01,106.97,PC,9.52339,0.006,104.628546,67.677336,1.214,0.053,9.711,0.059,2459962.006,0.0012844,4.0524036,0.0000207,2.091,0.205,8.910183,0.248812,8173,229.138,12.6674,0.584198,354.083,1208,43,188.086,1.895,6578,122.8,4.31,0.09,1.36,0.06,,,1.368,0.227737
257241363,1718.01,16.74,PC,8.2558,0.006,112.018025,30.321732,-22.04,0.069,-155.884,0.063,2460278.31,0.0003352,5.5870396,0.0000026,2.745,0.046,2.072476,0.018386,1907,16.9337,4.24332,0.249549,134.155,948,109,52.3044,0.0936,5378,134.6,4.46,0.08,0.94,0.06,0.2,0.1,0.93,0.117997
293617835,1719.01,67.73,PC,7.7649,0.006,135.297462,55.85994,-9.671,0.315,-1.008,0.274,2460337.551,0.0014366,2.7552586,0.0000047,1.17,0.439,0.367041,0.091576,338,84.3411,9.65945,1.09386,799.261,1481,16,227.754,10.2645,6096.4,111.7,3.26,0.09,4.17,0.26,,,1.14,0.147561
356473034,1720.01,115.1,KP,10.4467,0.006,117.026769,50.225147,-29.731,0.083,-154.272,0.05,2459957.574,0.0002035,2.6158597,9.00E-07,2.517,0.06,14.606505,0.147582,13363,135.919,13.1204,0.946292,428.036,1267,172,154.273,1.446,5267,152.7,4.32,0.1,1.08,0.08,0.38,0.1,0.902,0.114612
51234631,1721.01,317,KP,10.1653,0.006,110.388028,58.268109,-16.989,0.056,5.31,0.05,2460339.4,0.001473,4.1250429,0.0000093,4.454,0.056,9.601148,0.227769,8804,209.761,15.3479,0.884007,1112.27,1608,125,272.655,2.8845,6304,139.5,4.11,0.09,1.62,0.09,-0.03,0.1,1.238,0.186019
85242435,1722.01,14.39,PC,9.52682,0.006,114.345213,61.153925,-8.62,0.053,-58.853,0.053,2460323.32,0.0014976,9.6052235,0.0000169,3.628,0.079,1.561325,0.039479,1437,36.3604,3.86469,0.188322,136.86,952,27,136.419,0.8415,6137,125.2,4.43,0.08,1.09,0.05,,,1.162,0.158244
71431780,1723.01,9.04,CP,9.09942,0.006,116.797198,68.476685,5.04,0.03,12.326,0.046,2460307.769,0.0025236,13.7270395,0.0000497,4.007,0.392,0.978689,0.040132,901,36.9618,2.95921,0.167618,68.9542,802,24,100.727,0.2915,5777,124.977,4.38035,0.0725402,1.09,0.05,,,1.035,0.126798
81212286,1724.01,4.59,FP,12.507,0.008,127.032597,56.427529,-88.814,0.053,-7.645,0.052,2458843.028,0.002022978,0.685080805,9.91E-05,1.056588684,0.5722773,2.909017,0.368086,2675.717666,338.96216,1.980635825,2.0170252,170.8295335,922.0627729,7.6018205,58.3171,0.1227,3541,157,4.8452,0.00212178,0.380019,0.0113954,,,0.368761,0.0203001
86396382,1725.01,317,KP,11.0967,0.013,97.636645,29.672266,-1.58,0.068,-6.958,0.058,2458842.997,5.60E-05,1.091430447,2.14E-07,3.051230039,0.007559567,16.825933,0.042117,15377.79205,38.79088,22.61545551,1.0501168,8220.583951,2428.540871,577.34955,427.246,5.9855,6154,105.682,4.02046,0.0803026,1.749420047,0.0811608,0.21,0.1,1.17,0.160593
130181866,1726.01,5.86,CP,6.2683,0.006,117.47937,27.363134,-10.027,0.085,-11.314,0.049,2458845.373,0.000640376,7.107934044,8.52E-06,3.440833045,0.06830552,0.544748,0.018392,501.6058242,16.939434,2.288171102,0.15279806,145.5706555,885.9071544,28.820536,22.4035,0.0225,5694.11,153.429,4.53108,0.085452,0.902931988,0.0547111,0.0169559,0.0168932,1.01,0.128574
130181866,1726.02,7.16,CP,6.2683,0.006,117.47937,27.363134,-10.027,0.085,-11.314,0.049,2459583.637,0.000997505,20.54381533,2.36E-05,4.053791932,0.11268908,0.868265,0.027355,799.3817133,25.194975,2.573428308,0.30035052,35.35820585,621.931143,25.08834,22.4035,0.0225,5694.11,153.429,4.53108,0.085452,0.902931988,0.0547111,0.0169559,0.0168932,1.01,0.128574
241225337,1727.01,5.48,PC,9.75149,0.007,93.558549,53.135925,2.193,0.083,-57.132,0.084,2458842.785,0.001267988,1.830878161,1.28E-05,1.57649055,0.39453956,0.504519,0.092601,464.5713657,85.28502,2.198832107,2.1533735,990.6913333,1430.883713,7.910985,115.362,0.613,5566,147.029,4.44006,0.076621,0.988690019,0.0525879,,,0.982,0.122454
285048486,1728.01,21.88,CP,10.7921,0.007,120.611679,64.797153,104.078,0.044,52.92,0.046,2459604.399,0.0005321,3.4913952,0.0000043,1.763,0.259,5.878863,0.001382,5400,1.27243,4.9395,0.165713,44.3221,718,68,60.798,0.13635,3907,157,4.62346,0.011365,0.63,0.02,,,0.614339,0.0202201
298666530,1729.01,0.3,FP,18.3324,0.016,278.399911,58.205529,11.763,0.347,135.724,0.43,2458842.506,0.001357903,0.573208669,5.90E-05,0.458237603,0.14889674,614.222321,118.717542,432048.7344,103577.016,,,,,8.575673,151.383,4.632,5780,,4.438,,,,,,,
318022259,1730.01,8.1,PC,10.3595,0.007,107.865826,48.327933,-93.076,0.091,-570.552,0.082,2459952.635,0.0024431,6.2262315,0.0000277,2.239,0.772,1.616779,1.677803,1488,1544.12,2.75524,0.963981,114.271,910,16,35.6917,0.0833,3691,157,4.70931,0.00914374,0.53,0.02,,,0.529004,0.0202865
318022259,1730.02,2.81,PC,10.3595,0.007,107.865826,48.327933,-93.076,0.091,-570.552,0.082,2459961.133,0.0034359,2.1555232,0.0000092,1.445,0.724,0.805915,0.097595,742,89.8839,1.47809,0.113091,132.347,944,12,35.6917,0.0833,3691,157,4.70931,0.00914374,0.53,0.02,,,0.529004,0.0202865
318022259,1730.03,6.57,PC,10.3595,0.007,107.865826,48.327933,-93.076,0.091,-570.552,0.082,2459598.372,0.0023637,12.5739572,0.0012622,2.722,0.298,2.358608,0.12887,2170,118.687,2.4359,0.11049,6.20302,439,12,35.6917,0.0833,3691,157,4.70931,0.00914374,0.53,0.02,,,0.529004,0.0202865
371234684,1731.01,317,KP,11.7946,0.007,110.168516,37.140595,-9.63,0.071,-13.043,0.064,2459603.865,0.0005119,3.9228042,0.0000043,3.205,0.097,15.274679,0.001449,13970,1.33437,15.8493,0.873536,583.697,1369,103,455.203,8.8015,6193,137.448,4.2858,0.0913953,1.3,0.07,0.08,0.1,1.19,0.178206
470987100,1732.01,5.59,PC,11.3266,0.007,111.801451,53.045268,-6.753,0.061,42.185,0.052,2459601.24,0.002775,4.119223119,1.43E-05,2.184167457,0.5088356,1.343348,0.101321,1236.504245,93.31554,2.223662922,1.6888051,44.24582621,657.7908482,12.32325,74.7599,0.23155,3876,157,4.62394,0.011413,0.632570982,0.0187445,,,0.613891,0.0202526
53427308,1733.01,33.6,FP,10.379,0.006,118.881765,54.596601,-20.703,0.061,-8.957,0.054,2458844.765,0.004,5.80322,0.00192,1.569,0.23,1.858198,0.005059,1710,4.65989,6.3744,0.474266,61.8583,781,13,251.27,2.552,5846,128.1,4.11,0.07,1.5,0.07,,,1.055,0.129194
224596152,1734.01,7.83,PC,10.2713,0.006,254.503289,57.305263,44.042,0.036,-43.679,0.041,2458688.866,0.003314786,28.87450778,0.000117694,4.484976525,0.22685488,0.634808,0.032835,584.5089133,30.241476,2.712288237,0.1963155,28.02029507,586.7970552,18.608006,156.571,0.4535,5773,119.624,4.46229,0.0746802,0.988897979,0.0466307,,,1.034,0.122
365673804,1735.01,6.24,PC,8.3412,0.006,313.339157,64.229166,41.989,0.06,52.687,0.048,2460395.941,0.0022166,10.3857602,0.0000247,3.101,0.226,0.412658,0.016349,380,15.0583,2.37414,0.11662,110.973,904,21,99.4495,0.25155,6439,119.798,4.35142,0.084906,1.26,0.05,,,1.3,0.198959
408618999,1736.01,7.93,CP,8.3302,0.006,43.434461,69.101345,-46.293,0.039,-14.413,0.055,2460476.195,0.0033761,7.0731184,0.0000219,3.826,0.866,0.484346,0.018333,446,16.8849,2.73682,0.155219,265.406,1124,28,88.9482,0.32085,5656,122.561,4.1408,0.0786724,1.41,0.07,,,1,0.130334
233009109,1737.01,8.23,PC,8.57502,0.006,248.253233,72.925534,24.069,0.037,-53.965,0.047,2459930.642,0.0032714,14.4479443,0.0000769,6.16,0.528,0.217169,0.008671,200,7.98667,2.79779,0.132001,268.305,1127,19,177.63,0.677,6669,127.5,4.01,0.09,1.95,0.08,,,1.408,0.237152
104208182,1738.01,17.7,PC,12.4851,0.007,54.502163,50.955115,26.655,0.048,-86.188,0.037,2458792.657,0.001633744,3.698581651,1.40E-05,1.547420507,0.18553336,3.329433,0.345949,3061.823844,318.57974,4.38164781,0.4041094,59.76548492,709.1406179,9.83872,142.042,0.498,3948,157,4.59404,0.011821,0.669200003,0.0196139,,,0.641329,0.020142
159418353,1739.01,4.08,CP,9.812,0.006,240.172481,83.258659,-132.915,0.038,107.827,0.038,2459631.821,0.0030342,8.303297837,1.76E-05,1.891172704,0.1691388,0.608584,0.038739,560.3698799,35.678978,1.847269294,0.9920949,53.68675331,690.3773504,13.010287,70.9819,0.10305,4814,124.993,4.54519,0.0935899,0.780707002,0.0535628,,,0.78,0.094964
174041208,1740.01,6.64,PC,10.4274,0.006,351.017992,43.37667,68.426,0.098,-46.552,0.084,2458741.059,0.00487322,19.42841903,0.003716142,3.572715435,0.797823,0.923717,0.118055,850.4127883,108.72698,2.461646233,1.9440622,27.17451525,582.3179815,8.218374,114.046,1.063,5366,157.99,4.56253,0.0815015,0.835173,0.0467638,,,0.929,0.120382
198206613,1741.01,2.45,PC,10.5783,0.006,247.043455,63.499098,-130.618,0.042,127.237,0.059,2459852.092,0.0028896,10.9406641,0.0000532,2.175,0.368,0.477829,0.040616,440,37.4077,1.36492,0.136596,10.665,503,11,61.9251,0.0995,4324,126.843,4.697,0.104525,0.61,0.05,,,0.68,0.0816675
219857012,1742.01,4.25,CP,8.2865,0.006,257.328868,71.876672,24.2,0.042,63.269,0.054,2460533.22,0.0030765,21.269127,0.0000687,5.848,0.6,0.388763,0.011448,358,10.5438,1.89435,0.102446,60.764,777,40,72.8871,0.1194,5707,124.634,4.31886,0.0771701,1.16,0.06,,,1.02,0.126497
219860288,1743.01,10.96,PC,12.4251,0.007,257.747332,71.872204,66.979,0.088,188.773,0.087,2459660.494,0.0022429,4.2660553,0.000014,0.69,0.301,1.847322,1.728945,1700,1591.15,3.30511,1.40785,10.8837,506,11,41.2758,0.0887,3281,157,4.90415,0.00361744,0.32,0.01,,,0.299659,0.0201029
229455001,1744.01,8.15,CP,9.01932,0.006,294.291071,60.881302,-1.548,0.058,-18.707,0.049,2460533.953,0.0019518,22.3417026,0.0000533,2.708,0.578,0.527796,0.042547,486,39.1865,2.77807,0.167175,61.1181,778,25,114.39,0.415,6179,124.697,4.3969,0.0828215,1.14,0.05,,,1.181,0.164577
232635922,1745.01,11.75,PC,12.7963,0.008,281.13629,54.949899,-114.192,0.093,-49.263,0.097,2459653.478,0.0045755,5.984871017,1.69E-05,2.269561406,0.20378387,2.808933,0.211938,2583.778826,195.18314,3.444350253,4.0503216,13.81967167,519,16.766644,84.0287,0.3351,3759,157,4.80439,0.00478617,0.424468011,0.0126086,,,0.418805,0.0202568
232650365,1746.01,2.78,PC,11.9589,0.018,281.767709,54.910682,0.71,2,71.59,2,2458684.784,0.000987473,2.525332269,1.11E-05,0.989828985,0.45784393,1.367338,0.156482,1258.571856,144.11441,1.476150282,1.7663056,26.10177523,576.4840036,10.498972,62.55347,,3340,157,4.81708,0.00724115,0.410465002,0.0147749,,,0.403244,0.0222963
232650365,1746.02,2.44,PC,11.9589,0.018,281.767709,54.910682,0.71,2,71.59,2,2459660.641,0.0054925,3.877681541,1.02E-05,1.029754234,0.48020497,1.170958,0.143186,1077.910551,131.87047,1.365806958,1.7800511,14.73438106,499.6923767,10.7988615,62.55347,,3340,157,4.81708,0.00724115,0.410465002,0.0147749,,,0.403244,0.0222963
233071822,1747.01,5.34,PC,10.4302,0.006,270.80605,60.675192,-56.939,0.034,-106.347,0.041,2460558.139,0.001405,2.7546556,0.0000039,0.622,0.254,0.464795,0.360321,428,331.813,2.17262,0.482368,106.318,894,15,70.1306,0.0875,4435,120.688,4.58929,0.0983592,0.7,0.06,,,0.69,0.0820989
233071926,1748.01,2.96,PC,10.5657,0.006,270.73931,60.417638,15.971,0.042,72.644,0.041,2459662.449,0.0029499,1.831862255,5.15E-06,1.421117184,0.10206552,0.437772,0.02972,403.1219726,27.372877,1.529900707,0.8987717,404.9227459,1144.096858,18.16277,101.084,0.1965,4837,178,4.51662,0.354642,0.768226027,0.0516382,,,0.795,0.0925717
233602827,1749.01,4.66,CP,12.2574,0.007,282.737228,64.419466,-54.402,0.023,61.827,0.026,2459763.323,0.0027939,4.489136685,8.23E-06,1.883337665,0.2825689,1.381051,0.063517,1271.186702,58.49921,1.998029832,1.0064696,36.15389878,625.4009463,21.233028,99.5561,0.1172,3959,157,4.68416,0.00982267,0.561356008,0.0165649,,,0.555356,0.0202155
233602827,1749.02,5.7,CP,12.2574,0.007,282.737228,64.419466,-54.402,0.023,61.827,0.026,2459647.515,0.0033828,9.044703855,1.67E-05,1.765314792,0.3585741,1.750533,0.094715,1611.001019,87.23222,2.249374609,1.3561225,14.20735092,495.1628187,17.26894,99.5561,0.1172,3959,157,4.68416,0.00982267,0.561356008,0.0165649,,,0.555356,0.0202155
233602827,1749.03,2.36,KP,12.2574,0.007,282.737228,64.419466,-54.402,0.023,61.827,0.026,2458684.355,0.001054487,2.388905101,9.96E-06,1.032409021,0.29452005,0.618884,0.071978,569.8511771,66.292,1.339940084,2.0260444,83.83789767,771.7556976,8.726385,99.5561,0.1172,3959,157,4.68416,0.00982267,0.561356008,0.0165649,,,0.555356,0.0202155
237099296,1750.01,7.38,PC,11.7077,0.006,240.301978,68.9373,48.652,0.046,-36.374,0.051,2459663.823,0.0044911,11.3373614,2.16E-05,2.861131936,0.26875362,1.297193,0.053643,1194.045162,49.405815,2.619494039,1.0738811,33.35202316,612.9150641,23.582283,162.46,0.8385,4765,123.903,4.55138,0.0929274,0.768675029,0.0541206,,,0.767,0.0928027
287080092,1751.01,6.06,CP,8.80616,0.006,243.488853,63.53353,8.353,0.041,-172.81,0.047,2460532.129,0.0033614,37.4686602,0.0001362,7.16,0.915,0.436554,0.012476,402,11.4907,2.3352,0.112642,40.5679,703,31,113.335,0.292,6114,122.03,4.293,0.0838503,1.27,0.06,,,1.152,0.1689
287139872,1752.01,3.91,PC,12.7463,0.008,253.461486,60.70962,-171.252,0.061,125.196,0.062,2459662.731,0.0023391,0.935189078,5.79E-06,0.769464938,0.19851498,1.249627,0.091688,1150.287116,84.44421,1.80329353,1.3499643,194.1728744,952.065635,19.779213,103.021,0.3355,3652,157,4.71387,0.00897414,0.526987016,0.0156406,,,0.524085,0.0202784
