tid,toi,pl_mass,tfopwg_disp,st_tmag,st_tmagerr,ra,dec,pmra,pmraerr,pmdec,pmdecerr,pl_tranepoch,pl_tranepocherr,pl_orbper,pl_orbpererr,pl_trandurh,pl_trandurherr,pl_trandepmmag,pl_trandepmmagerr,pl_trandep,pl_trandeperr,pl_rade,pl_radeerr,pl_insol,pl_eqt,pl_snr,st_dist,st_disterr,st_teff,st_tefferr,st_logg,st_loggerr,st_rad,st_raderr,st_feh,st_feherr,st_mass,st_masserr
307210830,175.03,1.07,1,9.41242,0.007,124.53286,-68.314466,94.768,0.054,-340.47,0.052,2460035.728,0.0006774,2.2531134,1.5e-06,0.909,0.272,0.723341,0.119307,666.0,109.88,1.01428,0.0713486,82.284,839.0,40.0,10.6194,0.0032,3469.0,68.0,4.9401,0.058929,0.31,0.01,,,0.292836,0.0201481
272086159,176.01,103.66,0,13.4004,0.007,115.003473,-72.205678,15.438,0.073,478.653,0.106,2458649.291,0.002626019,16.155373,0.000103,1.556705,0.037499,80.224553,1.764459,71225.72317,1623.8068,10.424281,7.728964,1.846008647,297.2885497,49.630848,65.9528,0.20035,3270.0,63.0,4.98242,0.409627,0.271,0.047,,,0.302101,0.0202307
262530407,177.01,4.71,1,9.49275,0.007,20.438428,-46.714723,-111.206,0.058,-79.827,0.068,2460204.963,0.0008831,2.8531016,1.7e-06,1.142,0.173,1.515659,0.130923,1395.0,120.577,2.02068,0.114301,23.0419,610.0,28.0,22.4751,0.02605,3703.0,66.0,4.76229,0.061557,0.52,0.02,,,0.515356,0.0204259
251848941,178.01,7.04,1,10.42,0.006,7.302011,-30.454116,149.953,0.073,-87.253,0.042,2460196.437,0.0018585,6.5578513,1.06e-05,2.08,0.17,1.734219,0.087539,1596.0,80.6229,2.54474,0.244377,24.9125,622.0,18.0,62.699,0.20675,4111.0,171.0,4.55528,0.449348,0.66,0.06,,,0.68,0.0803989
251848941,178.02,12.29,1,10.42,0.006,7.302011,-30.454116,149.953,0.073,-87.253,0.042,2458354.552,0.004083,20.708504,0.003165,2.236524,0.274134,1.800631,0.484506,1657.067907,446.14713,3.751004,1.518233,19.49777246,535.9397866,9.537692,62.699,0.20675,4111.0,171.0,4.55528,0.449348,0.701202,0.152166,,,0.68,0.0803989
251848941,178.03,5.83,1,10.42,0.006,7.302011,-30.454116,149.953,0.073,-87.253,0.042,2458362.954,0.002034289,9.961634689,2.27e-05,2.464805194,0.39346996,1.178047,0.102269,1084.432706,94.1892,2.280732664,0.9848358,21.82018511,551.2319188,11.135912,62.699,0.20675,4111.0,171.0,4.55528,0.449348,0.660806,0.0596206,,,0.68,0.0803989
251848941,178.04,2.91,1,10.42,0.006,7.302011,-30.454116,149.953,0.073,-87.253,0.042,2458356.108,0.002182153,3.238425315,2.43e-05,1.994105549,0.3307548,0.578589,0.075049,532.7580623,69.12007,1.514836914,1.6900105,97.61593787,801.6779386,7.2096095,62.699,0.20675,4111.0,171.0,4.55528,0.449348,0.660806,0.0596206,,,0.68,0.0803989
207141131,179.01,7.65,1,8.1796,0.006,44.262014,-56.191869,-36.676,0.042,50.599,0.045,2458354.588,0.000321959,4.137437917,4.2e-06,1.845493726,0.11862802,1.222723,0.035281,1125.535465,32.49457,2.675765853,0.70166904,168.3361754,918.6796864,31.719687,38.5653,0.0366,5058.0,181.0,4.51761,0.282094,0.802632987,0.0479623,,,0.85,0.103514
76923707,181.01,39.81,1,10.4654,0.006,352.172541,-34.49141,111.364,0.075,-2.588,0.094,2458358.118,0.000227189,4.532050173,2.99e-06,2.375442508,0.04223273,8.583563,0.101625,7874.585279,93.59567,7.059079908,0.52485925,123.9023995,850.9218562,86.568436,96.2338,0.57475,4983.0,180.0,4.61445,0.318565,0.805572987,0.0550251,,,0.76,0.0936053
279741379,186.01,9.84,1,6.9934,0.006,51.750188,-63.500166,355.084,0.045,-247.46,0.049,2460202.211,0.0008449,35.6134391,3.24e-05,3.512,0.737,1.711383,0.087917,1575.0,80.9712,3.12194,0.291907,10.8612,505.0,39.0,16.32,0.0071,4628.53,91.9226,4.32239,0.236802,0.71,0.06,0.00265487,0.0526804,0.73,0.0877794
279741379,186.02,0.95,1,6.9934,0.006,51.750188,-63.500166,355.084,0.045,-247.46,0.049,2460201.825,0.0026809,7.7897726,1.93e-05,2.376,0.744,0.210653,0.021358,194.0,19.6709,1.00084,0.107854,144.765,966.0,10.0,16.32,0.0071,4628.53,91.9226,4.32239,0.236802,0.71,0.06,0.00265487,0.0526804,0.73,0.0877794
166739520,190.01,94.92,1,9.6411,0.006,36.775811,-50.284425,59.958,0.038,24.743,0.036,2459139.178,0.0002471,10.02059978,4.65e-06,5.759169402,0.02481623,8.959603,0.039675,8218.144286,36.541595,11.76791831,0.5424184,211.7916534,972.9644217,216.54204,157.963,0.634,6038.0,,4.35513,,1.275269985,0.0584674,-0.36,0.09,1.1,0.135624
183532609,191.01,108.01,1,9.1468,0.006,359.900874,-35.031335,109.747,0.06,7.614,0.06,2460202.793,0.000182,8.1587261,1.2e-06,4.288,0.172,16.780952,0.174021,15337.0,160.266,12.7393,0.745852,209.118,1059.0,249.0,89.9606,0.3633,5600.0,,4.50501,,1.0,0.06,0.24,0.1,0.99,0.124742
183537452,192.01,41.0,1,10.2499,0.006,357.879198,-39.907121,-56.853,0.041,-88.865,0.048,2460200.09,0.0004296,3.9227122,9e-07,2.555,0.138,13.05599,0.135273,11953.0,124.583,7.23153,0.475318,235.573,1091.0,176.0,87.5953,0.3106,4800.0,,4.53527,,0.64,0.04,0.17,0.05,0.88,0.111364
183985250,193.01,111.98,1,9.1031,0.006,358.668877,-37.628224,247.615,0.076,-69.801,0.062,2460206.061,0.0002447,0.7920646,2e-07,0.466,0.108,1.590682,4.865462,1464.0,4471.23,12.9674,,1013.69,1571.0,56.0,80.4373,0.3162,5422.0,185.0,4.42223,0.273742,0.98,,,,0.93,
441462736,197.01,53.04,1,7.3566,0.006,353.033186,-21.801201,-96.775,0.101,51.24,0.091,2458357.014,0.002205297,14.278122,0.003338778,8.697271771,0.21654366,0.899282,0.048272,827.9264426,44.459335,8.356607753,0.8052116,91.65418141,789.1468373,14.3883705,95.5483,0.7309,5105.0,181.0,3.39182,0.291381,2.903239965,,,,,
12421862,198.01,2.79,1,9.92801,0.007,2.271509,-27.121745,692.255,0.105,90.142,0.066,2458356.367,0.001527935,10.21501679,5.24e-05,1.968306554,0.38846454,1.079877,0.094225,994.1089045,86.780266,1.477775413,0.58433956,7.419503395,420.9334696,11.117827,23.7262,0.02655,3763.0,65.0,4.83739,0.119367,0.447335988,0.0133167,,,0.4437,0.0202915
309792357,199.01,74.5,1,10.0391,0.006,80.105873,-59.895433,45.702,0.037,58.455,0.038,2460038.977,0.0003971,104.8729635,4.14e-05,6.554,0.174,13.30876,0.181536,12183.0,167.187,10.223,0.600463,2.75278,358.0,262.0,102.27,0.1905,5350.0,184.0,4.52347,0.275691,0.88,0.05,,,0.88,0.106682
410214986,200.01,31.72,1,7.8541,0.006,354.915467,-69.196043,79.464,0.074,-67.44,0.045,2458332.308,0.000278406,8.138222177,3.04e-06,3.279702506,0.038377635,4.190364,0.103227,3852.029987,95.07076,6.175768156,0.47273856,115.8275563,836.7056912,46.739357,44.0622,0.0692,5414.0,161.0,4.438,,0.951985002,0.0705779,,,0.94,0.124858
350618622,201.01,90.56,1,8.5822,0.006,87.401782,-54.910423,7.731,0.052,66.448,0.058,2460177.325,0.0020008,52.97814194,1.38e-05,4.796524594,0.017003449,6.913424,0.026765,6347.269096,24.65142,11.44714924,0.54719585,30.26531606,598.2132842,277.0269,113.825,0.346,6461.8,83.0,4.35,0.16,1.330309987,0.0634748,0.18,0.12,1.31,0.212157
259962054,203.01,0.29,0,12.2423,0.007,43.018076,-67.687016,-55.699,0.098,149.273,0.09,2459106.86,0.03502,51.94509,0.00219,8.094,3.492,2.754747,0.027905,2534.0,25.7015,0.705818,0.131354,4.34593,402.0,8.0,24.7894,0.0285,3203.0,63.0,5.01682,0.423075,0.23,0.01,,,0.202161,0.0200851
